trial,feature_prefix,model,selection_metric,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,val_pearson,val_spearman,val_mae,val_rmse,val_r2
69,esm,xgb,pearson,300,7,0.1,0.8,0.8,0.9112957119941711,0.8968314708962971,3.8954074382781982,5.140071201350819,0.8265676498413086
70,esm,xgb,pearson,300,7,0.1,0.8,1.0,0.9003478288650513,0.8804544774076749,4.184434413909912,5.4167010770829584,0.8073976039886475
71,esm,xgb,pearson,300,7,0.1,1.0,0.8,0.9030672311782837,0.8821619871744346,4.073666572570801,5.335407549120307,0.8131353855133057
72,esm,xgb,pearson,300,7,0.1,1.0,1.0,0.8962708115577698,0.8773818214046041,4.21455717086792,5.497214739147968,0.8016294240951538
73,esm,xgb,pearson,500,3,0.01,0.8,0.8,0.8997362852096558,0.8764866881475112,4.304137229919434,5.45532392090802,0.8046412467956543
74,esm,xgb,pearson,500,3,0.01,0.8,1.0,0.8992280960083008,0.8755954093142709,4.290993690490723,5.465210733914006,0.8039324283599854
75,esm,xgb,pearson,500,3,0.01,1.0,0.8,0.8965120911598206,0.8716865700659726,4.323666572570801,5.536460362096387,0.7987868785858154
76,esm,xgb,pearson,500,3,0.01,1.0,1.0,0.8958749175071716,0.8691052397387174,4.342839241027832,5.552342087356407,0.7976308465003967
77,esm,xgb,pearson,500,3,0.05,0.8,0.8,0.9155671000480652,0.8942147705619229,3.8167061805725098,4.976654674688473,0.8374201059341431
78,esm,xgb,pearson,500,3,0.05,0.8,1.0,0.9133362174034119,0.8936987312272867,3.902308464050293,5.039512909860669,0.8332871794700623
79,esm,xgb,pearson,500,3,0.05,1.0,0.8,0.9117506742477417,0.8934525015623417,3.936532497406006,5.082415930507246,0.8304365277290344
80,esm,xgb,pearson,500,3,0.05,1.0,1.0,0.9134640097618103,0.8937139221918827,3.905758857727051,5.047399534951606,0.8327649831771851
81,esm,xgb,pearson,500,3,0.1,0.8,0.8,0.9170049428939819,0.8944453558006421,3.8448264598846436,4.932959484850327,0.8402624726295471
82,esm,xgb,pearson,500,3,0.1,0.8,1.0,0.9143407344818115,0.8929400899207435,3.9361698627471924,5.012940826438122,0.8350406289100647
83,esm,xgb,pearson,500,3,0.1,1.0,0.8,0.9089897871017456,0.8906049892584333,4.020206928253174,5.145568140689472,0.8261964917182922
84,esm,xgb,pearson,500,3,0.1,1.0,1.0,0.9096805453300476,0.893514625805615,3.9961860179901123,5.136354289886491,0.8268183469772339
