Loaded 10000 UniProt IDs
Scanned 10/10000 | reused=10 | fetched_new=0 | failed=0
Embedded 6592/6946
Embedded 6600/6946
Embedded 6608/6946
Embedded 6616/6946
Embedded 6624/6946
Embedded 6632/6946
Embedded 6640/6946
Embedded 6648/6946
Embedded 6656/6946
Embedded 6664/6946
Embedded 6672/6946
Embedded 6680/6946
Embedded 6688/6946
Embedded 6696/6946
Embedded 6704/6946
Embedded 6712/6946
Embedded 6720/6946
Embedded 6728/6946
Embedded 6736/6946
Embedded 6744/6946
Embedded 6752/6946
Embedded 6760/6946
Embedded 6768/6946
Embedded 6776/6946
Embedded 6784/6946
Embedded 6792/6946
Embedded 6800/6946
Embedded 6808/6946
Embedded 6816/6946
Embedded 6824/6946
Embedded 6832/6946
Embedded 6840/6946
Embedded 6848/6946
Embedded 6856/6946
Embedded 6864/6946
Embedded 6872/6946
Embedded 6880/6946
Embedded 6888/6946
Embedded 6896/6946
Embedded 6904/6946
Embedded 6912/6946
Embedded 6920/6946
Embedded 6928/6946
Embedded 6936/6946
Embedded 6944/6946
Embedded 6946/6946
Embedded 8/1488
Embedded 16/1488
Embedded 24/1488
Embedded 32/1488
Embedded 40/1488
Embedded 48/1488
Embedded 56/1488
Embedded 64/1488
Embedded 72/1488
Embedded 80/1488
Embedded 88/1488
Embedded 96/1488
Embedded 104/1488
Embedded 112/1488
Embedded 120/1488
Embedded 128/1488
Embedded 136/1488
Embedded 144/1488
Embedded 152/1488
Embedded 160/1488
Embedded 168/1488
Embedded 176/1488
Embedded 184/1488
Embedded 192/1488
Embedded 200/1488
Embedded 208/1488
Embedded 216/1488
Embedded 224/1488
Embedded 232/1488
Embedded 240/1488
Embedded 248/1488
Embedded 256/1488
Embedded 264/1488
Embedded 272/1488
Embedded 280/1488
Embedded 288/1488
Embedded 296/1488
Embedded 304/1488
Embedded 312/1488
Embedded 320/1488
Embedded 328/1488
Embedded 336/1488
Embedded 344/1488
Embedded 352/1488
Embedded 360/1488
Embedded 368/1488
Embedded 376/1488
Embedded 384/1488
Embedded 392/1488
Embedded 400/1488
Embedded 408/1488
Embedded 416/1488
Embedded 424/1488
Embedded 432/1488
Embedded 440/1488
Embedded 448/1488
Embedded 456/1488
Embedded 464/1488
Embedded 472/1488
Embedded 480/1488
Embedded 488/1488
Embedded 496/1488
Embedded 504/1488
Embedded 512/1488
Embedded 520/1488
Embedded 528/1488
Embedded 536/1488
Embedded 544/1488
Embedded 552/1488
Embedded 560/1488
Embedded 568/1488
Embedded 576/1488
Embedded 584/1488
Embedded 592/1488
Embedded 600/1488
Embedded 608/1488
Embedded 616/1488
Embedded 624/1488
Embedded 632/1488
Embedded 640/1488
Embedded 648/1488
Embedded 656/1488
Embedded 664/1488
Embedded 672/1488
Embedded 680/1488
Embedded 688/1488
Embedded 696/1488
Embedded 704/1488
Embedded 712/1488
Embedded 720/1488
Embedded 728/1488
Embedded 736/1488
Embedded 744/1488
Embedded 752/1488
Embedded 760/1488
Embedded 768/1488
Embedded 776/1488
Embedded 784/1488
Embedded 792/1488
Embedded 800/1488
Embedded 808/1488
Embedded 816/1488
Embedded 824/1488
Embedded 832/1488
Embedded 840/1488
Embedded 848/1488
Embedded 856/1488
Embedded 864/1488
Embedded 872/1488
Embedded 880/1488
Embedded 888/1488
Embedded 896/1488
Embedded 904/1488
Embedded 912/1488
Embedded 920/1488
Embedded 928/1488
Embedded 936/1488
Embedded 944/1488
Embedded 952/1488
Embedded 960/1488
Embedded 968/1488
Embedded 976/1488
Embedded 984/1488
Embedded 992/1488
Embedded 1000/1488
Embedded 1008/1488
Embedded 1016/1488
Embedded 1024/1488
Embedded 1032/1488
Embedded 1040/1488
Embedded 1048/1488
Embedded 1056/1488
Embedded 1064/1488
Embedded 1072/1488
Embedded 1080/1488
Embedded 1088/1488
Embedded 1096/1488
Embedded 1104/1488
Embedded 1112/1488
Embedded 1120/1488
Embedded 1128/1488
Embedded 1136/1488
Embedded 1144/1488
Embedded 1152/1488
Embedded 1160/1488
Embedded 1168/1488
Embedded 1176/1488
Embedded 1184/1488
Embedded 1192/1488
Embedded 1200/1488
Embedded 1208/1488
Embedded 1216/1488
Embedded 1224/1488
Embedded 1232/1488
Embedded 1240/1488
Embedded 1248/1488
Embedded 1256/1488
Embedded 1264/1488
Embedded 1272/1488
Embedded 1280/1488
Embedded 1288/1488
Embedded 1296/1488
Embedded 1304/1488
Embedded 1312/1488
Embedded 1320/1488
Embedded 1328/1488
Embedded 1336/1488
Embedded 1344/1488
Embedded 1352/1488
Embedded 1360/1488
Embedded 1368/1488
Embedded 1376/1488
Embedded 1384/1488
Embedded 1392/1488
Embedded 1400/1488
Embedded 1408/1488
Embedded 1416/1488
Embedded 1424/1488
Embedded 1432/1488
Embedded 1440/1488
Embedded 1448/1488
Embedded 1456/1488
Embedded 1464/1488
Embedded 1472/1488
Embedded 1480/1488
Embedded 1488/1488
Embedded 8/1489
Embedded 16/1489
Embedded 24/1489
Embedded 32/1489
Embedded 40/1489
Embedded 48/1489
Embedded 56/1489
Embedded 64/1489
Embedded 72/1489
Embedded 80/1489
Embedded 88/1489
Embedded 96/1489
Embedded 104/1489
Embedded 112/1489
Embedded 120/1489
Embedded 128/1489
Embedded 136/1489
Embedded 144/1489
Embedded 152/1489
Embedded 160/1489
Embedded 168/1489
Embedded 176/1489
Embedded 184/1489
Embedded 192/1489
Embedded 200/1489
Embedded 208/1489
Embedded 216/1489
Embedded 224/1489
Embedded 232/1489
Embedded 240/1489
Embedded 248/1489
Embedded 256/1489
Embedded 264/1489
Embedded 272/1489
Embedded 280/1489
Embedded 288/1489
Embedded 296/1489
Embedded 304/1489
Embedded 312/1489
Embedded 320/1489
Embedded 328/1489
Embedded 336/1489
Embedded 344/1489
Embedded 352/1489
Embedded 360/1489
Embedded 368/1489
Embedded 376/1489
Embedded 384/1489
Embedded 392/1489
Embedded 400/1489
Embedded 408/1489
Embedded 416/1489
Embedded 424/1489
Embedded 432/1489
Embedded 440/1489
Embedded 448/1489
Embedded 456/1489
Embedded 464/1489
Embedded 472/1489
Embedded 480/1489
Embedded 488/1489
Embedded 496/1489
Embedded 504/1489
Embedded 512/1489
Embedded 520/1489
Embedded 528/1489
Embedded 536/1489
Embedded 544/1489
Embedded 552/1489
Embedded 560/1489
Embedded 568/1489
Embedded 576/1489
Embedded 584/1489
Embedded 592/1489
Embedded 600/1489
Embedded 608/1489
Embedded 616/1489
Embedded 624/1489
Embedded 632/1489
Embedded 640/1489
Embedded 648/1489
Embedded 656/1489
Embedded 664/1489
Embedded 672/1489
Embedded 680/1489
Embedded 688/1489
Embedded 696/1489
Embedded 704/1489
Embedded 712/1489
Embedded 720/1489
Embedded 728/1489
Embedded 736/1489
Embedded 744/1489
Embedded 752/1489
Embedded 760/1489
Embedded 768/1489
Embedded 776/1489
Embedded 784/1489
Embedded 792/1489
Embedded 800/1489
Embedded 808/1489
Embedded 816/1489
Embedded 824/1489
Embedded 832/1489
Embedded 840/1489
Embedded 848/1489
Embedded 856/1489
Embedded 864/1489
Embedded 872/1489
Embedded 880/1489
Embedded 888/1489
Embedded 896/1489
Embedded 904/1489
Embedded 912/1489
Embedded 920/1489
Embedded 928/1489
Embedded 936/1489
Embedded 944/1489
Embedded 952/1489
Embedded 960/1489
Embedded 968/1489
Embedded 976/1489
Embedded 984/1489
Embedded 992/1489
Embedded 1000/1489
Embedded 1008/1489
Embedded 1016/1489
Embedded 1024/1489
Embedded 1032/1489
Embedded 1040/1489
Embedded 1048/1489
Embedded 1056/1489
Embedded 1064/1489
Embedded 1072/1489
Embedded 1080/1489
Embedded 1088/1489
Embedded 1096/1489
Embedded 1104/1489
Embedded 1112/1489
Embedded 1120/1489
Embedded 1128/1489
Embedded 1136/1489
Embedded 1144/1489
Embedded 1152/1489
Embedded 1160/1489
Embedded 1168/1489
Embedded 1176/1489
Embedded 1184/1489
Embedded 1192/1489
Embedded 1200/1489
Embedded 1208/1489
Embedded 1216/1489
Embedded 1224/1489
Embedded 1232/1489
Embedded 1240/1489
Embedded 1248/1489
Embedded 1256/1489
Embedded 1264/1489
Embedded 1272/1489
Embedded 1280/1489
Embedded 1288/1489
Embedded 1296/1489
Embedded 1304/1489
Embedded 1312/1489
Embedded 1320/1489
Embedded 1328/1489
Embedded 1336/1489
Embedded 1344/1489
Embedded 1352/1489
Embedded 1360/1489
Embedded 1368/1489
Embedded 1376/1489
Embedded 1384/1489
Embedded 1392/1489
Embedded 1400/1489
Embedded 1408/1489
Embedded 1416/1489
Embedded 1424/1489
Embedded 1432/1489
Embedded 1440/1489
Embedded 1448/1489
Embedded 1456/1489
Embedded 1464/1489
Embedded 1472/1489
Embedded 1480/1489
Embedded 1488/1489
Embedded 1489/1489
DONE
{
  "n_total": 9923,
  "n_train": 6946,
  "n_val": 1488,
  "n_test": 1489,
  "basic_dim": 29,
  "esm_model": "facebook/esm2_t6_8M_UR50D",
  "esm_dim": 320,
  "skip_embeddings": false,
  "cache_file": "cache/data10000/afdb_cache.json",
  "fail_log_file": "cache/data10000/afdb_fail_log.json"
}
